filename,width,height,class,xmin,ymin,xmax,ymax
nist_r0026_01.png,2560,3300,signature,415,2729,1118,2839
wfg55f00.png,1200,1575,signature,618,874,1035,1025
hbk41e00.png,2560,3275,signature,286,1547,1187,1872
nist_r0550_01.png,2560,3300,signature,451,2621,1158,2725
nist_r0550_01.png,2560,3300,signature,439,2752,1061,2833
gsa_LAL45056-SLA-39-_Z-01.png,3396,4390,signature,158,3628,1299,3976
gsa_LAL45056-SLA-39-_Z-01.png,3396,4390,redaction,332,1536,657,1621
gsa_LAL45056-SLA-39-_Z-01.png,3396,4390,redaction,1345,2118,1642,2206
gsa_LAL45056-SLA-39-_Z-01.png,3396,4390,signature,587,2990,1192,3187
gsa_LAL45056-SLA-39-_Z-01.png,3396,4390,signature,265,3266,1404,3556
nist_r0007_01.png,2560,3300,signature,455,2637,1099,2737
nist_r0007_01.png,2560,3300,signature,456,2761,1249,2852
X_147.jpeg,2240,1022,signature,1962,695,2175,810
gsa_LAK07287 - Lease Amendment - Executed (LA _ 3 )- Redacted_Redacted-01.png,3400,4399,date,668,3302,1187,3450
gsa_LAK07287 - Lease Amendment - Executed (LA _ 3 )- Redacted_Redacted-01.png,3400,4399,date,1940,3299,2335,3516
gsa_LAK07287 - Lease Amendment - Executed (LA _ 3 )- Redacted_Redacted-01.png,3400,4399,redaction,588,3557,1397,3758
gsa_LAK07287 - Lease Amendment - Executed (LA _ 3 )- Redacted_Redacted-01.png,3400,4399,redaction,1842,2933,2882,3145
gsa_LAK07287 - Lease Amendment - Executed (LA _ 3 )- Redacted_Redacted-01.png,3400,4399,redaction,520,2943,1356,3150
gsa_LAK07287 - Lease Amendment - Executed (LA _ 3 )- Redacted_Redacted-01.png,3400,4399,date,730,3881,1027,3963
nist_r0032_01.png,2560,3300,signature,357,2607,1263,2749
nist_r0032_01.png,2560,3300,signature,436,2735,1119,2837
nist_r0032_01.png,2560,3300,signature,559,2828,1264,2933
nist_r0825_01.png,2560,3300,signature,312,2611,1099,2712
nist_r0825_01.png,2560,3300,signature,380,2727,1168,2861
pik10a00.png,2544,3296,signature,180,2552,1064,2888
lfw39d00.png,2544,3277,signature,1313,1856,2153,2057
lfw39d00.png,2544,3277,signature,355,1816,1205,2088
lfw39d00.png,2544,3277,signature,1364,2081,2039,2269
lfw39d00.png,2544,3277,signature,1321,1618,1948,1813
lfw39d00.png,2544,3277,signature,485,2281,1148,2450
lfw39d00.png,2544,3277,signature,1360,2277,1921,2470
lfw39d00.png,2544,3277,signature,453,2490,1111,2741
djy33f00-page02_2.png,2544,3280,signature,1169,1022,1859,1313
nist_r0466_01.png,2560,3300,signature,476,2710,1407,2811
nist_r0466_01.png,2560,3300,signature,456,2637,1120,2714
nist_r0761_01.png,2560,3300,signature,300,2617,1085,2755
nist_r0761_01.png,2560,3300,signature,372,2719,1133,2873
nist_r0761_01.png,2560,3300,signature,473,2833,1255,3002
nist_r0130_01.png,2560,3300,signature,342,2822,1211,2956
nist_r0130_01.png,2560,3300,signature,383,2670,1212,2787
X_059.jpeg,2240,1026,signature,1807,651,2107,818
nist_r0748_01.png,2560,3300,signature,466,2717,1000,2797
nist_r0748_01.png,2560,3300,signature,462,2820,1147,2899
nist_r0748_01.png,2560,3300,signature,592,2910,1227,3013
pjw13f00.png,2544,3288,signature,417,2532,1099,2737
gsa_LAL50066-Lease-01.png,3400,4400,initials,3029,3925,3265,4162
gsa_LAL50066-Lease-01.png,3400,4400,date,451,427,1008,603
gsa_LAL50066-Lease-01.png,3400,4400,initials,2815,3967,2994,4150
nist_r0464_01.png,2560,3300,signature,340,2657,1159,2745
nist_r0464_01.png,2560,3300,signature,393,2740,1157,2900
nist_r0464_01.png,2560,3300,signature,554,2870,1307,2993
gsa_(R)LDC02012-SLA-3-01.png,3400,4394,signature,667,2839,1368,3175
gsa_(R)LDC02012-SLA-3-01.png,3400,4394,signature,1848,3494,2966,3709
gsa_(R)LDC02012-SLA-3-01.png,3400,4394,signature,582,3525,1629,3782
gsa_(R)LDC02012-SLA-3-01.png,3400,4394,signature,582,3204,1560,3451
gsa_(R)LDC02012-SLA-3-01.png,3400,4394,initials,2139,3834,2494,4072
gsa_(R)LDC02012-SLA-3-01.png,3400,4394,initials,2633,3846,3053,4080
nist_r0316_01.png,2560,3300,signature,447,2560,1147,2706
nist_r0316_01.png,2560,3300,signature,419,2737,1038,2828
nist_r0316_01.png,2560,3300,signature,587,2819,1368,2902
mia62d00.png,1728,2292,signature,846,1500,1122,1691
nist_r0460_01.png,2560,3300,signature,330,2573,1300,2670
nist_r0460_01.png,2560,3300,signature,424,2658,1373,2783
nist_r0460_01.png,2560,3300,signature,526,2787,1278,2896
X_115.jpeg,2240,1022,signature,1696,582,2087,808
nist_r0220_01.png,2560,3300,signature,318,2656,1236,2846
nist_r0220_01.png,2560,3300,signature,529,2896,1102,2976
nist_r0116_01.png,2560,3300,signature,406,2662,999,2767
nist_r0116_01.png,2560,3300,signature,405,2771,1037,2870
nist_r0116_01.png,2560,3300,signature,550,2882,1183,2964
nda6aa00.png,2544,3300,signature,333,2741,944,2937
gsa_(R)LDC02066-SLA-4-01.png,3400,4394,signature,407,3435,1421,3654
gsa_(R)LDC02066-SLA-4-01.png,3400,4394,signature,302,3764,1512,4003
gsa_(R)LDC02066-SLA-4-01.png,3400,4394,signature,417,3203,1063,3333
gsa_(R)LDC02066-SLA-4-01.png,3400,4394,redaction,2161,2134,2436,2245
gsa_(R)LDC02066-SLA-4-01.png,3400,4394,redaction,2713,2122,3022,2229
gsa_LAK07323-Lease-a_Z-01.png,3400,4400,signature,311,3602,1134,3825
gsa_LAK07323-Lease-a_Z-01.png,3400,4400,signature,359,3402,1081,3583
gsa_LAK07323-Lease-a_Z-01.png,3400,4400,signature,343,3860,1308,4069
wau30a00-page9_8.png,2544,3278,signature,603,326,1354,566
juo75f00_1.png,1200,1575,signature,622,663,820,743
sfp41a00-page5_5.png,1200,1575,signature,635,975,797,1084
nist_r0799_01.png,2560,3300,signature,312,2700,1241,2877
nist_r0118_01.png,2560,3300,signature,360,2646,1120,2741
nist_r0118_01.png,2560,3300,signature,434,2773,1304,2847
pvx38c00-page06_6.png,1728,2292,signature,269,983,727,1098
pvx38c00-page06_6.png,1728,2292,signature,864,587,1419,758
nist_r0564_01.png,2560,3300,signature,420,2619,1199,2730
nist_r0564_01.png,2560,3300,signature,411,2746,1167,2853
nist_r0138_01.png,2560,3300,signature,364,2644,1098,2737
nist_r0138_01.png,2560,3300,signature,504,2828,1194,2932
nist_r0138_01.png,2560,3300,signature,374,2753,1031,2827
nist_r0198_01.png,2560,3300,signature,302,2592,1144,2722
nist_r0198_01.png,2560,3300,signature,425,2823,1149,2956
nist_r0198_01.png,2560,3300,signature,354,2722,1032,2817
nist_r0697_01.png,2560,3300,signature,397,2584,1022,2693
nist_r0697_01.png,2560,3300,signature,402,2717,1276,2813
nist_r0697_01.png,2560,3300,signature,510,2827,1290,2915
zlw44e00-page02_2.png,2560,3296,signature,1135,1211,1623,1458
nist_r0753_01.png,2560,3300,signature,368,2609,1088,2729
nist_r0753_01.png,2560,3300,signature,360,2740,1135,2861
vfh43f00.png,2544,3282,signature,1297,2140,1758,2362
sla48c00.png,1728,2292,signature,779,1592,1329,1818
sla48c00.png,1728,2292,signature,43,1588,653,1743
nlq86d00.png,1728,2292,signature,969,1226,1416,1378
gsa_LAK07316-Lease_Z-06.png,3400,4400,initials,1324,3889,1615,4176
gsa_LAK07316-Lease_Z-06.png,3400,4400,initials,1842,4059,2108,4221
nist_r0077_01.png,2560,3300,signature,410,2553,1182,2840
nist_r0077_01.png,2560,3300,signature,530,2835,1063,2945
lec44c00.png,1728,2292,signature,789,1801,1516,2024
vmk98c00.png,1728,2292,signature,219,1387,668,1491
nist_r0374_01.png,2560,3300,signature,362,2625,1032,2711
nist_r0374_01.png,2560,3300,signature,368,2718,1023,2829
nist_r0497_01.png,2560,3300,signature,338,2616,1147,2725
nist_r0497_01.png,2560,3300,signature,337,2725,1157,2851
nist_r0710_01.png,2560,3300,signature,399,2472,1172,2755
nist_r0710_01.png,2560,3300,signature,395,2766,1024,2877
nist_r0478_01.png,2560,3300,signature,388,2608,894,2706
nist_r0478_01.png,2560,3300,signature,386,2702,1160,2811
nist_r0322_01.png,2560,3300,signature,300,2625,1035,2752
nist_r0322_01.png,2560,3300,signature,375,2742,1004,2860
lrm00d00-first_1.png,1728,2292,signature,1026,1365,1366,1577
gsa_LAL45056-Lease-_Z-03.png,3404,4402,initials,630,4040,943,4273
gsa_LAL45056-Lease-_Z-03.png,3404,4402,initials,1060,4038,1286,4264
nist_r0089_01.png,2560,3300,signature,348,2625,1087,2736
nist_r0089_01.png,2560,3300,signature,414,2776,1006,2881
nist_r0531_01.png,2560,3300,signature,414,2663,1187,2729
nist_r0531_01.png,2560,3300,signature,415,2745,1058,2838
ewx61c00.png,1728,2292,signature,229,1323,644,1571
nist_r0096_01.png,2560,3300,signature,386,2633,1107,2746
nist_r0096_01.png,2560,3300,signature,386,2773,1081,2861
ifk79c00.png,1728,2292,signature,954,1440,1465,1665
nist_r0499_01.png,2560,3300,signature,377,2591,935,2711
nist_r0499_01.png,2560,3300,signature,385,2705,1241,2814
nist_r0499_01.png,2560,3300,signature,509,2829,1100,2921
nist_r0365_01.png,2560,3300,signature,401,2668,988,2771
nist_r0365_01.png,2560,3300,signature,429,2771,1200,2894
nist_r0745_01.png,2560,3300,signature,360,2620,1099,2756
nist_r0745_01.png,2560,3300,signature,417,2768,1040,2868
gsa_LAK07213-Lease-a_Z-04.png,3400,4400,initials,604,3861,976,4282
gsa_LAK07213-Lease-a_Z-04.png,3400,4400,initials,2172,3958,2352,4131
nist_r0625_01.png,2560,3300,signature,404,2621,1175,2745
nist_r0625_01.png,2560,3300,signature,372,2750,1211,2856
nist_r0625_01.png,2560,3300,signature,495,2869,1327,2952
wrv35d00-page02_2.png,2544,3234,signature,1139,1034,1989,1234
wrv35d00-page02_2.png,2544,3234,signature,1126,784,1910,1000
wrv35d00-page02_2.png,2544,3234,signature,1133,578,1863,765
rqv98d00-page02_2.png,1728,2292,signature,199,1886,498,2060
whz29d00-page03_3.png,2544,3298,signature,1446,2282,1902,2489
gsa_ Lease Document - Executed_Redacted-02.png,3400,4400,initials,1422,3805,1578,4048
gsa_ Lease Document - Executed_Redacted-02.png,3400,4400,initials,1862,3811,2173,4036
nist_r0329_01.png,2560,3300,signature,411,2631,993,2719
nist_r0329_01.png,2560,3300,signature,407,2754,1354,2839
X_031.jpeg,2240,912,signature,1246,654,2043,907
qpb44c00-page03_3.png,1728,2292,signature,285,1336,879,1528
bug83d00.png,2544,3300,signature,1353,1616,2465,1902
nist_r0835_01.png,2560,3300,signature,348,2603,1099,2747
nist_r0835_01.png,2560,3300,signature,371,2749,1251,2910
nist_r0450_01.png,2560,3300,signature,440,2595,1261,2768
nist_r0450_01.png,2560,3300,signature,466,2729,1298,2832
nist_r0450_01.png,2560,3300,signature,586,2825,1399,2943
gxv75f00_1.png,1200,1575,signature,616,443,918,581
nist_r0059_01.png,2560,3300,signature,418,2679,981,2753
nist_r0059_01.png,2560,3300,signature,407,2770,1109,2857
nist_r0059_01.png,2560,3300,signature,549,2871,1116,2940
aam09c00.png,1728,2292,signature,794,1368,1597,1605
qit05f00-page2_14.png,1200,1575,signature,664,753,983,901
gsa_LAK07249-SLA-5-_Z-01.png,3400,4401,signature,72,3636,1138,4068
gsa_LAK07249-SLA-5-_Z-01.png,3400,4401,signature,156,3422,1080,3605
gsa_LAK07249-SLA-5-_Z-01.png,3400,4401,signature,91,2964,1103,3234
gsa_LAK07249-SLA-5-_Z-01.png,3400,4401,signature,2082,253,2436,427
vwd93f00-first_1.png,1200,1575,signature,654,702,869,856
nist_r0113_01.png,2560,3300,signature,294,2574,1186,2764
nist_r0113_01.png,2560,3300,signature,402,2789,1230,2977
nist_r0807_01.png,2560,3300,signature,404,2656,1077,2758
nist_r0807_01.png,2560,3300,signature,408,2737,1026,2851
nist_r0807_01.png,2560,3300,signature,525,2820,1278,2938
nist_r0834_01.png,2560,3300,signature,407,2623,1164,2752
nist_r0834_01.png,2560,3300,signature,414,2731,1072,2861
nist_r0572_01.png,2560,3300,signature,364,2613,1405,2726
nist_r0572_01.png,2560,3300,signature,428,2755,1195,2865
hnl93f00.png,1200,1575,signature,611,721,922,850
xyf43a00-page02_2.png,1728,2292,signature,816,1161,1252,1306
xyf43a00-page02_2.png,1728,2292,signature,239,1632,932,1762
xoi68d00.png,2544,3243,signature,1173,1493,2001,1762
gsa_LAL45056-SLA-7-_Z-01.png,3544,4510,signature,1250,3465,2061,3705
gsa_LAL45056-SLA-7-_Z-01.png,3544,4510,redaction,291,1916,3078,2191
gsa_LAL45056-SLA-7-_Z-01.png,3544,4510,redaction,2405,2373,2710,2445
gsa_LAL45056-SLA-7-_Z-01.png,3544,4510,signature,1179,3673,1662,3889
gsa_LAL45056-SLA-7-_Z-01.png,3544,4510,signature,1048,3829,1886,4245
nist_r0178_01.png,2560,3300,signature,370,2570,1021,2707
nist_r0178_01.png,2560,3300,signature,382,2707,957,2818
nist_r0178_01.png,2560,3300,signature,533,2809,1245,2931
nist_r0215_01.png,2560,3300,signature,385,2690,1269,2781
nist_r0215_01.png,2560,3300,signature,593,2817,1309,2963
nist_r0521_01.png,2560,3300,signature,361,2710,1252,2807
nist_r0521_01.png,2560,3300,signature,456,2821,1207,2910
nist_r0521_01.png,2560,3300,signature,578,2914,1229,3027
gsa_(R)LDC02071-SLA-2-02.png,3400,4394,signature,552,3787,1027,4094
gsa_(R)LDC02071-SLA-2-02.png,3400,4394,initials,1477,3772,1729,4023
nist_r0562_01.png,2560,3300,signature,274,2638,1058,2751
nist_r0562_01.png,2560,3300,signature,376,2741,1017,2864
nist_r0562_01.png,2560,3300,signature,493,2851,1227,2973
nist_r0121_01.png,2560,3300,signature,409,2589,1332,2693
nist_r0121_01.png,2560,3300,signature,401,2725,1022,2816
nist_r0121_01.png,2560,3300,signature,527,2804,1315,2898
jcv75f00_6.png,1200,1575,signature,582,779,913,907
amy31e00.png,2560,3328,signature,359,2088,1299,2375
nist_r0641_01.png,2560,3300,signature,404,2596,1039,2710
nist_r0641_01.png,2560,3300,signature,405,2706,1049,2817
nist_r0641_01.png,2560,3300,signature,518,2799,1271,2921
gsa_LAL50124-SLA-3-_Z-02.png,3396,4390,initials,391,3871,545,4012
gsa_LAL50124-SLA-3-_Z-02.png,3396,4390,initials,405,4002,613,4246
qtz54f00_1.png,1200,1575,signature,658,799,924,915
pzb89c00.png,1728,2292,signature,246,1298,508,1433
ygs60f00-page02_2.png,1200,1575,signature,581,389,827,506
nist_r0616_01.png,2560,3300,signature,429,2609,1276,2715
nist_r0616_01.png,2560,3300,signature,424,2704,1203,2811
nist_r0616_01.png,2560,3300,signature,529,2818,1308,2910
nist_r0808_01.png,2560,3300,signature,334,2617,1225,2758
nist_r0808_01.png,2560,3300,signature,369,2747,1148,2837
nist_r0808_01.png,2560,3300,signature,517,2840,1225,2929
nist_r0739_01.png,2560,3300,signature,346,2619,1197,2743
nist_r0739_01.png,2560,3300,signature,395,2730,1289,2820
nist_r0432_01.png,2560,3300,signature,360,2628,1090,2775
nist_r0432_01.png,2560,3300,signature,381,2745,1014,2871
nist_r0367_01.png,2560,3300,signature,313,2618,1254,2780
nist_r0367_01.png,2560,3300,signature,390,2807,1233,2895
nist_r0367_01.png,2560,3300,signature,526,2899,1451,2997
mtq30d00_4.png,1728,2292,signature,267,1061,853,1229
gsa_LAK07255-Lease-a_Z-02.png,3400,4400,signature,248,3882,1543,4192
gsa_LAK07255-Lease-a_Z-02.png,3400,4400,signature,1943,3915,2590,4109
gsa_LAK07255-Lease-a_Z-02.png,3400,4400,redaction,534,2613,1540,2765
gsa_LAK07255-Lease-a_Z-02.png,3400,4400,redaction,1558,2617,2685,2703
gsa_LAK07255-Lease-a_Z-02.png,3400,4400,redaction,1623,2751,1908,2835
gsa_LAK07323-SLA-1-_Z-01.png,3400,4400,signature,224,3836,1318,4071
gsa_LAK07323-SLA-1-_Z-01.png,3400,4400,signature,209,3419,1044,3626
gsa_LAK07323-SLA-1-_Z-01.png,3400,4400,signature,350,3067,1002,3265
gsa_LAK07323-SLA-1-_Z-01.png,3400,4400,date,2039,368,2461,575
xrm23c00.png,1728,2292,signature,226,1549,647,1743
dlu7aa00_2.png,2544,3187,signature,1107,1332,2001,1718
fzx20e00-page02_2.png,2560,3295,signature,1222,1600,1809,1846
fzx20e00-page02_2.png,2560,3295,signature,450,2341,1130,2515
nist_r0342_01.png,2560,3300,signature,406,2683,1072,2774
nist_r0342_01.png,2560,3300,signature,407,2758,1008,2871
nist_r0397_01.png,2560,3300,signature,379,2628,945,2734
nist_r0397_01.png,2560,3300,signature,374,2759,983,2847
nist_r0397_01.png,2560,3300,signature,497,2857,1255,2969
jon00a00.png,2504,3111,signature,1333,2442,2078,2793
gsa_Download Documents - Executed Lease LNC60480_Redacted-01.png,3400,4400,date,414,2756,777,2903
gsa_Download Documents - Executed Lease LNC60480_Redacted-01.png,3400,4400,date,1918,2718,2797,2926
gsa_Download Documents - Executed Lease LNC60480_Redacted-01.png,3400,4400,date,397,3293,826,3454
gsa_Download Documents - Executed Lease LNC60480_Redacted-01.png,3400,4400,initials,281,2311,1186,2510
gsa_Download Documents - Executed Lease LNC60480_Redacted-01.png,3400,4400,initials,1565,2290,2705,2491
gsa_Download Documents - Executed Lease LNC60480_Redacted-01.png,3400,4400,initials,178,3013,1061,3137
nist_r0376_01.png,2560,3300,signature,408,2681,1113,2767
nist_r0376_01.png,2560,3300,signature,394,2784,1101,2887
nist_r0376_01.png,2560,3300,signature,559,2879,1273,2981
nist_r0372_01.png,2560,3300,signature,408,2683,1178,2760
nist_r0372_01.png,2560,3300,signature,394,2787,1226,2872
nist_r0372_01.png,2560,3300,signature,522,2891,1194,2971
qbh54c00-page02_2.png,1728,2292,signature,786,715,1214,917
pfh94f00-page02-var_2.png,1200,1575,signature,637,855,983,978
lpy35f00-first.png,1200,1575,signature,863,984,1052,1088
nist_r0421_01.png,2560,3300,signature,393,2660,1133,2742
nist_r0421_01.png,2560,3300,signature,399,2744,1207,2842
nist_r0421_01.png,2560,3300,signature,525,2875,1098,2938
nist_r0840_01.png,2560,3300,signature,399,2656,1002,2751
nist_r0840_01.png,2560,3300,signature,437,2765,1030,2846
wau30a00-page9_11.png,2544,3276,signature,1446,1698,2219,1974
qit05f00-page2_36.png,1200,1575,signature,573,722,977,892
nist_r0607_01.png,2560,3300,signature,340,2650,1131,2847
nist_r0607_01.png,2560,3300,signature,453,2848,1274,2998
hba45f00.png,1200,1575,signature,192,920,484,1057
zlu43d00.png,1728,2292,signature,811,1211,1198,1346
wat01f00.png,1200,1575,signature,659,798,934,917
nist_r0051_01.png,2560,3300,signature,379,2728,1098,2815
nist_r0051_01.png,2560,3300,signature,384,2607,977,2752
nist_r0051_01.png,2560,3300,signature,580,2770,1537,2934
fmr56e00.png,2560,3296,signature,1465,1980,1809,2125
gsa_(R)LDC02071-Lease-SF2-02.png,3406,4400,initials,483,3790,788,4070
gsa_(R)LDC02071-Lease-SF2-02.png,3406,4400,initials,953,3863,1216,4035
vjk79d00-page04_4.png,2544,3259,signature,1208,1157,2158,1393
